cluster_id|norma
74|RDC 264/2005
74|RDC 265/2005
74|RDC 266/2005
74|RDC 267/2003
74|RDC 268/2005
85|RDC 26/2005
85|RDC 26/2008
120|RDC 26/2010
147|RDC 26/2011
147|RDC 26/2012
147|RDC 26/2013
59|RDC 270/2005
147|RDC 27/1999
74|RDC 27/2000
74|RDC 27/2009
99|RDC 27/2011
120|RDC 27/2012
105|RDC 27/2013
100|RDC 27/2014
59|RDC 281/2003
145|RDC 281/2005
55|RDC 283/2005
95|RDC 28/2010
110|RDC 28/2011
110|RDC 28/2012
147|RDC 28/2013
100|RDC 28/2014
147|RDC 28/2015
52|RDC 29/1999
91|RDC 29/2009
55|RDC 29/2011
115|RDC 29/2012
100|RDC 29/2014
162|RDC 29/2015
123|RDC 302/2005
110|RDC 306/2002
123|RDC 307/2002
147|RDC 30/2009
45|RDC 30/2012
111|RDC 30/2013
147|RDC 30/2014
147|RDC 312/2005
24|RDC 318/2005
130|RDC 31/2002
52|RDC 31/2009
120|RDC 31/2010
158|RDC 31/2013
147|RDC 31/2015
74|RDC 320/2005
24|RDC 321/2002
120|RDC 323/2003
150|RDC 324/2005
95|RDC 326/2003
146|RDC 32/2009
147|RDC 32/2010
123|RDC 32/2011
123|RDC 32/2012
85|RDC 32/2014
143|RDC 334/2003
111|RDC 335/2003
107|RDC 33/2003
51|RDC 33/2006
110|RDC 33/2009
19|RDC 33/2011
98|RDC 33/2012
100|RDC 33/2013
115|RDC 33/2015
147|RDC 341/2002
107|RDC 342/2002
52|RDC 343/2002
115|RDC 343/2005
111|RDC 346/2003
123|RDC 347/2003
39|RDC 347/2005
95|RDC 34/2009
147|RDC 34/2011
147|RDC 34/2012
52|RDC 34/2014
107|RDC 351/2002
151|RDC 355/2002
62|RDC 35/2009
128|RDC 35/2011
103|RDC 35/2013
93|RDC 35/2015
107|RDC 36/2004
95|RDC 36/2010
85|RDC 36/2011
123|RDC 36/2013
147|RDC 36/2014
146|RDC 37/2009
95|RDC 37/2010
120|RDC 37/2011
85|RDC 37/2012
120|RDC 37/2014
138|RDC 37/2015
123|RDC 38/2008
145|RDC 38/2009
120|RDC 38/2010
111|RDC 38/2012
118|RDC 38/2013
145|RDC 38/2015
138|RDC 39/2009
146|RDC 39/2011
85|RDC 39/2012
85|RDC 40/2000
85|RDC 40/2009
147|RDC 40/2010
74|RDC 40/2011
110|RDC 40/2012
110|RDC 40/2013
109|RDC 40/2014
138|RDC 41/2010
147|RDC 41/2012
146|RDC 41/2013
74|RDC 42/2008
32|RDC 42/2010
147|RDC 42/2012
147|RDC 43/2008
24|RDC 43/2010
110|RDC 43/2012
111|RDC 43/2013
120|RDC 43/2014
123|RDC 43/2015
147|RDC 44/2008
95|RDC 44/2013
85|RDC 44/2014
85|RDC 44/2015
123|RDC 45/2003
120|RDC 45/2009
120|RDC 45/2012
95|RDC 45/2013
71|RDC 45/2014
147|RDC 45/2015
123|RDC 46/2000
111|RDC 46/2001
43|RDC 46/2008
24|RDC 46/2013
71|RDC 46/2014
147|RDC 46/2015
120|RDC 47/2001
147|RDC 47/2008
120|RDC 47/2010
147|RDC 47/2012
71|RDC 47/2014
31|RDC 48/2000
80|RDC 48/2010
147|RDC 48/2011
108|RDC 48/2012
123|RDC 48/2013
71|RDC 48/2014
147|RDC 49/2008
24|RDC 49/2009
146|RDC 49/2010
147|RDC 49/2012
162|RDC 49/2013
71|RDC 49/2014
85|RDC 49/2015
123|RDC 50/2002
51|RDC 50/2008
147|RDC 50/2009
146|RDC 50/2010
120|RDC 50/2012
147|RDC 50/2013
113|RDC 51/2009
123|RDC 51/2011
52|RDC 51/2013
153|RDC 51/2014
147|RDC 52/2008
24|RDC 52/2012
147|RDC 52/2013
56|RDC 52/2014
165|RDC 53/2009
147|RDC 53/2010
50|RDC 53/2011
147|RDC 53/2013
74|RDC 53/2014
111|RDC 54/2008
147|RDC 54/2009
74|RDC 54/2012
74|RDC 54/2014
59|RDC 55/2000
120|RDC 55/2010
138|RDC 55/2011
110|RDC 55/2013
74|RDC 55/2014
123|RDC 55/2015
52|RDC 56/2010
74|RDC 56/2011
73|RDC 56/2012
146|RDC 56/2013
118|RDC 56/2014
147|RDC 57/2009
74|RDC 57/2011
147|RDC 57/2014
147|RDC 58/2011
147|RDC 58/2012
120|RDC 58/2014
27|RDC 59/2008
24|RDC 59/2011
144|RDC 59/2012
70|RDC 59/2013
120|RDC 59/2014
146|RDC 59/2016
43|RDC 60/2008
146|RDC 60/2011
120|RDC 60/2012
120|RDC 60/2014
145|RDC 61/2008
123|RDC 61/2009
120|RDC 61/2012
85|RDC 62/2000
146|RDC 62/2009
111|RDC 62/2010
146|RDC 62/2011
110|RDC 62/2012
24|RDC 62/2014
110|RDC 62/2016
123|RDC 63/2000
147|RDC 63/2010
123|RDC 63/2011
145|RDC 63/2012
85|RDC 63/2014
43|RDC 63/2016
74|RDC 64/2008
146|RDC 64/2010
74|RDC 64/2011
43|RDC 65/2009
147|RDC 65/2010
74|RDC 65/2011
85|RDC 65/2016
112|RDC 66/2014
85|RDC 66/2016
130|RDC 67/2000
95|RDC 67/2006
123|RDC 67/2008
120|RDC 67/2009
146|RDC 67/2011
103|RDC 67/2014
118|RDC 67/2016
41|RDC 68/2000
147|RDC 68/2004
147|RDC 68/2008
37|RDC 69/2009
115|RDC 69/2016
85|RDC 70/2009
119|RDC 70/2014
145|RDC 71/2016
144|RDC 72/2008
51|RDC 72/2016
52|RDC 73/2000
101|RDC 73/2008
120|RDC 73/2016
146|RDC 74/2008
105|RDC 74/2016
52|RDC 75/2016
127|RDC 76/2001
106|RDC 76/2008
120|RDC 76/2016
74|RDC 77/2000
147|RDC 77/2008
146|RDC 78/2008
85|RDC 79/2016
140|RDC 80/2008
61|RDC 81/2000
24|RDC 82/2008
115|RDC 82/2016
147|RDC 83/2008
95|RDC 84/2008
146|RDC 84/2016
52|RDC 85/2000
147|RDC 85/2008
143|RDC 85/2016
41|RDC 86/2002
147|RDC 86/2008
84|RDC 87/2008
85|RDC 87/2016
73|RDC 88/2016
147|RDC 90/2008
74|RDC 91/2000
123|RDC 91/2016
115|RDC 92/2008
93|RDC 92/2016
138|RDC 93/2008
147|RDC 93/2016
138|RDC 94/2016
147|RDC 95/2016
130|RDC 96/2000
118|RDC 96/2016
115|RDC 97/2000
147|RDC 97/2008
120|RDC 97/2016
85|RDC 98/2000
147|RDC 98/2008
134|RDC 98/2016
147|RDC 99/2016
16|RE 112/1999
13|RE 150/1999
111|RE 320/1999
16|RE 323/1999
74|RE 383/1999
141|RE 464/1999
59|RE 482/1999
16|RE 04/2000
16|RE 09/1999
36|RE 09/2003
58|RE 1319/2002
120|RE 1548/2003
16|RE 15/2000
16|RE 22/2000
16|RE 30/1999
16|RE 34/2000
16|RE 51/2000
16|RE 85/2000
120|RE 894/2003
120|RE 895/2003
120|RE 898/2003
88|INC 01/2002
88|INC 01/2003
89|INC 01/2010
4|INC 01/2013
89|INC 01/2014
88|INC 02/2015
38|INC 09/2002
95|INC 11/2015
95|INC 01/2008
99|IN 29/2018
140|Portaria 1161/2012
110|Portaria 1687/2012
157|Portaria 2795/2012
157|Portaria 2796/2012
157|Portaria 2797/2012
157|Portaria 2801/2012
123|Portaria 3202/2007
91|Portaria 03/1992
106|Portaria 45/2017
68|Portaria 11/1987
12|Portaria 24/1987
74|Portaria 30/1998
74|Portaria 31/1998
7|Portaria 39/1998
79|Portaria 54/1995
66|Portaria 987/1998
74|RDC 01/2001
146|RDC 01/2004
76|RDC 02/2007
91|RDC 04/2001
91|RDC 05/2001
88|RDC 05/2003
74|RDC 07/2001
123|RDC 08/2001
43|RDC 08/2004
123|RDC 101/2006
146|RDC 101/2016
158|RDC 102/2001
158|RDC 103/2001
120|RDC 104/2006
120|RDC 108/2005
95|RDC 111/2006
147|RDC 115/2001
91|RDC 119/2003
74|RDC 123/2004
95|RDC 124-A/2006
137|RDC 124/2002
146|RDC 129/2003
156|RDC 131/2002
115|RDC 13/2003
110|RDC 13/2004
85|RDC 13/2006
66|RDC 146/2001
10|RDC 146/2017
156|RDC 14/2001
52|RDC 151/2001
114|RDC 156/2006
121|RDC 161/2004
74|RDC 163/2006
95|RDC 164/2006
95|RDC 165/2006
74|RDC 169/2002
153|RDC 169/2005
147|RDC 170/2002
20|RDC 171/2002
123|RDC 171/2006
129|RDC 172/2002
123|RDC 173/2006
109|RDC 176/2006
74|RDC 179/2001
110|RDC 17/2003
47|RDC 180/2006
112|RDC 181/2006
74|RDC 182/2006
147|RDC 186/2004
42|RDC 188/2006
29|RDC 192/2002
147|RDC 193/2002
26|RDC 197/2015
156|RDC 19/2001
69|RDC 19/2003
74|RDC 01/2002
85|RDC 201/2002
86|RDC 202/2002
147|RDC 202/2005
105|RDC 205/2005
120|RDC 207/2006
115|RDC 208/2003
126|RDC 208/2005
123|RDC 20/2006
147|RDC 213/2006
147|RDC 215/2002
40|RDC 215/2006
73|RDC 217/2002
73|RDC 218/2002
123|RDC 218/2005
147|RDC 219/2002
112|RDC 219/2006
74|RDC 21/2001
69|RDC 21/2003
115|RDC 220/2005
154|RDC 221/2006
147|RDC 228/2005
110|RDC 229/2001
85|RDC 231/2001
146|RDC 235/2004
155|RDC 239/2005
74|RDC 23/2005
147|RDC 243/2002
147|RDC 244/2005
147|RDC 244/2018
144|RDC 245/2018
85|RDC 246/2018
145|RDC 247/2018
10|RDC 248/2018
145|RDC 249/2018
146|RDC 24/2004
147|RDC 250/2005
131|RDC 250/2018
159|RDC 251/2018
88|RDC 252/2002
115|RDC 252/2003
147|RDC 252/2018
74|RDC 253/2005
105|RDC 253/2018
115|RDC 25/2001
105|RDC 261/2002
146|RDC 261/2004
146|RDC 262/2005
74|RDC 263/2005
74|RDC 271/2005
74|RDC 272/2005
74|RDC 273/2005
120|RDC 274/2004
123|RDC 274/2005
123|RDC 275/2005
74|RDC 276/2005
130|RDC 277/2002
74|RDC 277/2005
146|RDC 280/2003
74|RDC 28/2001
43|RDC 292/2005
146|RDC 295/2003
20|RDC 296/2004
147|RDC 297/2004
111|RDC 304/2002
122|RDC 305/2002
147|RDC 305/2004
146|RDC 309/2005
130|RDC 30/2002
146|RDC 312/2004
58|RDC 322/2002
147|RDC 32/2001
129|RDC 332/2002
115|RDC 338/2005
58|RDC 339/2005
74|RDC 33/2001
33|RDC 340/2002
115|RDC 340/2005
109|RDC 345/2002
115|RDC 345/2005
146|RDC 348/2005
74|RDC 34/2001
158|RDC 34/2013
112|RDC 352/2002
147|RDC 353/2002
147|RDC 36/2001
110|RDC 37/2006
7|RDC 39/2002
91|RDC 44/2000
156|RDC 45/2001
120|RDC 46/2006
95|RDC 48/2008
147|RDC 53/2005
146|RDC 54/2004
120|RDC 55/2005
115|RDC 56/2001
146|RDC 56/2002
92|RDC 57/2002
157|RDC 65/2004
157|RDC 67/2004
123|RDC 69/2014
157|RDC 72/2001
158|RDC 74/2000
54|RDC 75/2003
120|RDC 77/2003
120|RDC 78/2003
74|RDC 79/2002
34|RDC 83/2002
147|RDC 86/2003
50|RDC 90/2001
157|RDC 91/2004
147|RDC 97/2003
147|RDC 98/2003
74|RE 17/1999
147|RE 2313/2006
72|RE 04/1988
120|RE 01/ 2005
141|RE 02/2000
147|RE 124/2004
164|RE 1554/2002
139|RE 16/2004
114|RE 2305/ 2007
13|RE 2585/2006
114|RE 2606/ 2006
24|RE 2714/2018
30|RE 3385/ 2006
120|RE 482/2002
75|RE 5052/2011
130|RE 528/2001
130|RE 543/2001
